WKT,Business Name,Industry Category,Corridor,Latitude,Longitude,Google Maps Link
"POINT (77.1037595 11.0733067)",Calmet - Cast Iron and Ductile Iron Casting Manufacturer & Supplier,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0733067,77.1037595,https://www.google.com/maps/place/Calmet+-+Cast+Iron+and+Ductile+Iron+Casting+Manufacturer+%26+Supplier/data=!4m7!3m6!1s0x3ba84b43d0000087:0xfef20e497a5269a0!8m2!3d11.0733067!4d77.1037595!16s%2Fg%2F1s04f7jdp!19sChIJhwAA0ENLqDsRoGlSekkO8v4?authuser=0&hl=en&rclk=1
"POINT (77.1272005 11.0884664)",GemOrion Machinery Private Limited | Industrial Chiller Manufacturers In India,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0884664,77.1272005,https://www.google.com/maps/place/GemOrion+Machinery+Private+Limited+%7C+Industrial+Chiller+Manufacturers+In+India/data=!4m7!3m6!1s0x3ba856332a4456b3:0x2b064d351608c6d5!8m2!3d11.0884664!4d77.1272005!16s%2Fg%2F11hc_2w0d0!19sChIJs1ZEKjNWqDsR1cYIFjVNBis?authuser=0&hl=en&rclk=1
"POINT (77.0509102 11.0533009)",Kanakadhara Foods(Masala and Millet Ready Mixes Manufacturer),Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0533009,77.0509102,https://www.google.com/maps/place/Kanakadhara+Foods%28Masala+and+Millet+Ready+Mixes+Manufacturer%29/data=!4m7!3m6!1s0x3ba8590b0bddb619:0x33752424abb136c7!8m2!3d11.0533009!4d77.0509102!16s%2Fg%2F11dyp0n21w!19sChIJGbbdCwtZqDsRxzaxqyQkdTM?authuser=0&hl=en&rclk=1
"POINT (77.1102697 11.0657318)",Lakshmi Life Sciences Private Limited - Unit 2,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0657318,77.1102697,https://www.google.com/maps/place/Lakshmi+Life+Sciences+Private+Limited+-+Unit+2/data=!4m7!3m6!1s0x3ba8ff56412e2b1f:0x2a1ae3e0d45d5884!8m2!3d11.0657318!4d77.1102697!16s%2Fg%2F11bxg3q3dj!19sChIJHysuQVb_qDsRhFhd1ODjGio?authuser=0&hl=en&rclk=1
"POINT (77.0874324 11.062982)",EQUBZ Lithium Battery Manufacturer,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.062982,77.0874324,https://www.google.com/maps/place/EQUBZ+Lithium+Battery+Manufacturer/data=!4m7!3m6!1s0x3ba8570196cb5dbb:0xb7139c13a6bcc4ef!8m2!3d11.062982!4d77.0874324!16s%2Fg%2F11rzpvdp03!19sChIJu13LlgFXqDsR78S8phOcE7c?authuser=0&hl=en&rclk=1
"POINT (77.0751496 11.0756465)",Manufacturing the Modular items & Onsite Interior fitout works,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0756465,77.0751496,https://www.google.com/maps/place/Manufacturing+the+Modular+items+%26+Onsite+Interior+fitout+works/data=!4m7!3m6!1s0x3ba8f9005a8225c3:0x71690563382806f8!8m2!3d11.0756465!4d77.0751496!16s%2Fg%2F11yv0klknq!19sChIJwyWCWgD5qDsR-AYoOGMFaXE?authuser=0&hl=en&rclk=1
"POINT (77.0792377 11.0422907)",Fineworth Engineers & Services,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0422907,77.0792377,https://www.google.com/maps/place/Fineworth+Engineers+%26+Services/data=!4m7!3m6!1s0x3ba85647f03b5097:0xef8f2a30831ef1ea!8m2!3d11.0422907!4d77.0792377!16s%2Fg%2F11l1dmkdjh!19sChIJl1A78EdWqDsR6vEegzAqj-8?authuser=0&hl=en&rclk=1
"POINT (77.0643204 11.0639383)",Easttern Engineering,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0639383,77.0643204,https://www.google.com/maps/place/Easttern+Engineering/data=!4m7!3m6!1s0x3ba8f8ec5f2d7831:0x5436025a483d95ae!8m2!3d11.0639383!4d77.0643204!16s%2Fg%2F11b90n84p1!19sChIJMXgtX-z4qDsRrpU9SFoCNlQ?authuser=0&hl=en&rclk=1
"POINT (77.0441714 11.0651437)",Bakgiyam Engineering - Iron Casting Manufacturers and Suppliers,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0651437,77.0441714,https://www.google.com/maps/place/Bakgiyam+Engineering+-+Iron+Casting+Manufacturers+and+Suppliers/data=!4m7!3m6!1s0x3ba8f9fc932a439d:0xd268b22b7de4b3f0!8m2!3d11.0651437!4d77.0441714!16s%2Fg%2F11lgm1cf4m!19sChIJnUMqk_z5qDsR8LPkfSuyaNI?authuser=0&hl=en&rclk=1
"POINT (77.0719649 11.0495981)",Logos Weld Products - Welding Electrodes Machine Manufacturers & Suppliers in India,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0495981,77.0719649,https://www.google.com/maps/place/Logos+Weld+Products+-+Welding+Electrodes+Machine+Manufacturers+%26+Suppliers+in+India/data=!4m7!3m6!1s0x3ba8562346547825:0x2dd8d15a8aa5aedb!8m2!3d11.0495981!4d77.0719649!16s%2Fg%2F1pyczsgxy!19sChIJJXhURiNWqDsR266lilrR2C0?authuser=0&hl=en&rclk=1
"POINT (77.0783339 11.0453088)",ARC Engineering Industries,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0453088,77.0783339,https://www.google.com/maps/place/ARC+Engineering+Industries/data=!4m7!3m6!1s0x3ba85747dba31959:0x60ebbd3bb82003ee!8m2!3d11.0453088!4d77.0783339!16s%2Fg%2F11hyt9f3kd!19sChIJWRmj20dXqDsR7gMguDu962A?authuser=0&hl=en&rclk=1
"POINT (77.1019739 11.0848789)",Mountire Machinery & Components - Agile Manufacturing & Dispatch Facility,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0848789,77.1019739,https://www.google.com/maps/place/Mountire+Machinery+%26+Components+-+Agile+Manufacturing+%26+Dispatch+Facility/data=!4m7!3m6!1s0x3ba8f9005a49c825:0x731bd05a123b0cbb!8m2!3d11.0848789!4d77.1019739!16s%2Fg%2F11lznv2rdn!19sChIJJchJWgD5qDsRuww7ElrQG3M?authuser=0&hl=en&rclk=1
"POINT (77.0674692 11.0579349)",VPG BUILDWELL INDIA PVT. LTD. Concrete Mixer Machine,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0579349,77.0674692,https://www.google.com/maps/place/VPG+BUILDWELL+INDIA+PVT.+LTD.+Concrete+Mixer+Machine/data=!4m7!3m6!1s0x3ba8562d8f61a495:0x8f8ddd5beb1177a0!8m2!3d11.0579349!4d77.0674692!16s%2Fg%2F1tvw3cft!19sChIJlaRhjy1WqDsRoHcR61vdjY8?authuser=0&hl=en&rclk=1
"POINT (77.101645 11.074847)",ALTECH BATTERIES ( Sharp Batteries),Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.074847,77.101645,https://www.google.com/maps/place/ALTECH+BATTERIES+%28+Sharp+Batteries%29/data=!4m7!3m6!1s0x3ba8f952ffd4f737:0x2dc01c74203dbb96!8m2!3d11.074847!4d77.101645!16s%2Fg%2F11l23vwrph!19sChIJN_fU_1L5qDsRlrs9IHQcwC0?authuser=0&hl=en&rclk=1
"POINT (77.1014491 11.0793593)",ARA HOMES,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0793593,77.1014491,https://www.google.com/maps/place/ARA+HOMES/data=!4m7!3m6!1s0x3ba8f8b340b54b2f:0x7f962bde4780e469!8m2!3d11.0793593!4d77.1014491!16s%2Fg%2F11h9zszk45!19sChIJL0u1QLP4qDsRaeSAR94rln8?authuser=0&hl=en&rclk=1
"POINT (77.085391 11.0717936)",Arunachala Weaving Mills,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0717936,77.085391,https://www.google.com/maps/place/Arunachala+Weaving+Mills/data=!4m7!3m6!1s0x3ba8f8a48056e48b:0x6c1525830442b059!8m2!3d11.0717936!4d77.085391!16s%2Fg%2F11fzbwpzfv!19sChIJi-RWgKT4qDsRWbBCBIMlFWw?authuser=0&hl=en&rclk=1
"POINT (77.0866176 11.071026)",Universal Mould & Dies,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.071026,77.0866176,https://www.google.com/maps/place/Universal+Mould+%26+Dies/data=!4m7!3m6!1s0x3ba8f8a467ddf7c7:0x32214f4ce6d0ca44!8m2!3d11.071026!4d77.0866176!16s%2Fg%2F11bwpd5w4w!19sChIJx_fdZ6T4qDsRRMrQ5kxPITI?authuser=0&hl=en&rclk=1
"POINT (77.0907176 11.0723199)",Kreationery,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0723199,77.0907176,https://www.google.com/maps/place/Kreationery/data=!4m7!3m6!1s0x3ba8f975d9af5e19:0x9bc207acaf0604a3!8m2!3d11.0723199!4d77.0907176!16s%2Fg%2F11nwcys75y!19sChIJGV6v2XX5qDsRowQGr6wHwps?authuser=0&hl=en&rclk=1
"POINT (77.0707021 11.054959)",Alpha Pumps,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.054959,77.0707021,https://www.google.com/maps/place/Alpha+Pumps/data=!4m7!3m6!1s0x3ba85625a1598753:0x6e62df1c11fbd007!8m2!3d11.054959!4d77.0707021!16s%2Fg%2F1pv1rvz4b!19sChIJU4dZoSVWqDsRB9D7ERzfYm4?authuser=0&hl=en&rclk=1
"POINT (77.0635583 11.0526458)",SMART ENGINEERING(Telescopic covers),Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0526458,77.0635583,https://www.google.com/maps/place/SMART+ENGINEERING%28Telescopic+covers%29/data=!4m7!3m6!1s0x3ba8563ab9659cad:0x46d09dba319ae306!8m2!3d11.0526458!4d77.0635583!16s%2Fg%2F11nnv_4cyy!19sChIJrZxluTpWqDsRBuOaMbqd0EY?authuser=0&hl=en&rclk=1
"POINT (77.086011 11.0657016)",SRN Bricks,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0657016,77.086011,https://www.google.com/maps/place/SRN+Bricks/data=!4m7!3m6!1s0x3ba8575e245dfa7b:0xdfab6d4ff283e2c1!8m2!3d11.0657016!4d77.086011!16s%2Fg%2F11kbl8l29q!19sChIJe_pdJF5XqDsRweKD8k9tq98?authuser=0&hl=en&rclk=1
"POINT (77.1021165 11.084093)",Yuva Agro Sales,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.084093,77.1021165,https://www.google.com/maps/place/Yuva+Agro+Sales/data=!4m7!3m6!1s0x3ba8ff5358b0cab3:0xf92bf26cb66f4421!8m2!3d11.084093!4d77.1021165!16s%2Fg%2F11c3yw7zmc!19sChIJs8qwWFP_qDsRIURvtmzyK_k?authuser=0&hl=en&rclk=1
"POINT (77.1195247 11.0855319)",Vishnu Lakshmi Industries,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0855319,77.1195247,https://www.google.com/maps/place/Vishnu+Lakshmi+Industries/data=!4m7!3m6!1s0x3ba8ff6968e13b29:0x5f55673cbcd7d1f6!8m2!3d11.0855319!4d77.1195247!16s%2Fg%2F11h6v8n7bv!19sChIJKTvhaGn_qDsR9tHXvDxnVV8?authuser=0&hl=en&rclk=1
"POINT (77.0835523 11.0591765)",RN works silencer manufacturer,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0591765,77.0835523,https://www.google.com/maps/place/RN+works+silencer+manufacturer/data=!4m7!3m6!1s0x3ba8579246203271:0xf22332f8a2aa4bc0!8m2!3d11.0591765!4d77.0835523!16s%2Fg%2F11rhcrqk29!19sChIJcTIgRpJXqDsRwEuqovgyI_I?authuser=0&hl=en&rclk=1
"POINT (77.0796169 11.0502763)",Sky Touch Elevators,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0502763,77.0796169,https://www.google.com/maps/place/Sky+Touch+Elevators/data=!4m7!3m6!1s0x3ba8575d1282a1db:0xdbd639a84396e5a4!8m2!3d11.0502763!4d77.0796169!16s%2Fg%2F11vr0520cg!19sChIJ26GCEl1XqDsRpOWWQ6g51ts?authuser=0&hl=en&rclk=1
"POINT (77.0614383 11.052568)",MARUTHU ARTS & STICKERING,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.052568,77.0614383,https://www.google.com/maps/place/MARUTHU+ARTS+%26+STICKERING/data=!4m7!3m6!1s0x3ba857a697f466a5:0x14a93bdb8ba213ed!8m2!3d11.052568!4d77.0614383!16s%2Fg%2F11sbnl7bsx!19sChIJpWb0l6ZXqDsR7ROii9s7qRQ?authuser=0&hl=en&rclk=1
"POINT (77.1038619 11.1054182)",S S INDUSTRIES,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.1054182,77.1038619,https://www.google.com/maps/place/S+S+INDUSTRIES/data=!4m7!3m6!1s0x3ba8ff007d746935:0x2bb8ee8cc3d84340!8m2!3d11.1054182!4d77.1038619!16s%2Fg%2F11y6dw2lwm!19sChIJNWl0fQD_qDsRQEPYw4zuuCs?authuser=0&hl=en&rclk=1
"POINT (77.0867065 11.0669266)",TMG Textiles And Garmets,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0669266,77.0867065,https://www.google.com/maps/place/TMG+Textiles+And+Garmets/data=!4m7!3m6!1s0x3ba8f974681b280d:0xcd17c743e5c82b60!8m2!3d11.0669266!4d77.0867065!16s%2Fg%2F11c45kd3_b!19sChIJDSgbaHT5qDsRYCvI5UPHF80?authuser=0&hl=en&rclk=1
"POINT (77.1157834 11.0871675)",Amarnath hollow machines,Manufacturers,Avinashi Road – Arasur Industrial Corridor,11.0871675,77.1157834,https://www.google.com/maps/place/Amarnath+hollow+machines/data=!4m7!3m6!1s0x3ba8ff63663e2e27:0x7e101b34844c73ed!8m2!3d11.0871675!4d77.1157834!16s%2Fg%2F11yfh9nc3v!19sChIJJy4-ZmP_qDsR7XNMhDQbEH4?authuser=0&hl=en&rclk=1
"POINT (77.1016393 11.0767705)",Udhaya Energy Photovoltaics (P) Ltd.,,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.0767705,77.1016393,https://www.google.com/maps/place/Udhaya+Energy+Photovoltaics+%28P%29+Ltd.,/data=!4m7!3m6!1s0x3ba8f8ad8bcffeeb:0xeec18800745f003f!8m2!3d11.0767705!4d77.1016393!16s%2Fg%2F1tptp109!19sChIJ6_7Pi634qDsRPwBfdACIwe4?authuser=0&hl=en&rclk=1
"POINT (77.0662902 11.0468076)",IFORE Green Power Pvt Ltd,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.0468076,77.0662902,https://www.google.com/maps/place/IFORE+Green+Power+Pvt+Ltd/data=!4m7!3m6!1s0x3ba857dad4ec0fef:0x6f8cb9d099d7c355!8m2!3d11.0468076!4d77.0662902!16s%2Fg%2F11f6g1nyj4!19sChIJ7w_s1NpXqDsRVcPXmdC5jG8?authuser=0&hl=en&rclk=1
"POINT (77.0969036 11.0653877)",UDHAYA SEMICONDUCTORS LIMITED,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.0653877,77.0969036,https://www.google.com/maps/place/UDHAYA+SEMICONDUCTORS+LIMITED/data=!4m7!3m6!1s0x3ba857b1ff88dc2b:0x3f1c0c194f6cc806!8m2!3d11.0653877!4d77.0969036!16s%2Fg%2F1tct74lm!19sChIJK9yI_7FXqDsRBshsTxkMHD8?authuser=0&hl=en&rclk=1
"POINT (77.0488882 11.0474515)",Energy man power technologies india private limited Warehouse,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.0474515,77.0488882,https://www.google.com/maps/place/Energy+man+power+technologies+india+private+limited+Warehouse/data=!4m7!3m6!1s0x3ba85717b3478c5d:0x22c3995fc9c8d1df!8m2!3d11.0474515!4d77.0488882!16s%2Fg%2F11lzxh3078!19sChIJXYxHsxdXqDsR39HIyV-ZwyI?authuser=0&hl=en&rclk=1
"POINT (77.1239783 11.0822607)",Suns power solar,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.0822607,77.1239783,https://www.google.com/maps/place/Suns+power+solar/data=!4m7!3m6!1s0x3ba8ff10eb843913:0x5d65493b8c476a40!8m2!3d11.0822607!4d77.1239783!16s%2Fg%2F11ypjy7sq1!19sChIJEzmE6xD_qDsRQGpHjDtJZV0?authuser=0&hl=en&rclk=1
"POINT (77.069519 11.0874718)",Solar Products in Coimbatore | Kanali Aatral Tholilnutpam-Office,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.0874718,77.069519,https://www.google.com/maps/place/Solar+Products+in+Coimbatore+%7C+Kanali+Aatral+Tholilnutpam-Office/data=!4m7!3m6!1s0x3ba8f9b186e458d9:0xd6acd72954dc1987!8m2!3d11.0874718!4d77.069519!16s%2Fg%2F11vzz52z6g!19sChIJ2VjkhrH5qDsRhxncVCnXrNY?authuser=0&hl=en&rclk=1
"POINT (77.0140494 11.0257255)",Grand Shakthi Power P Ltd,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.0257255,77.0140494,https://www.google.com/maps/place/Grand+Shakthi+Power+P+Ltd/data=!4m7!3m6!1s0x3ba857e22746ff4d:0xfe858b48ce240fd0!8m2!3d11.0257255!4d77.0140494!16s%2Fg%2F11qn5gkqjl!19sChIJTf9GJ-JXqDsR0A8kzkiLhf4?authuser=0&hl=en&rclk=1
"POINT (77.0227091 11.0199375)",Kondaas Automation Pvt Ltd,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.0199375,77.0227091,https://www.google.com/maps/place/Kondaas+Automation+Pvt+Ltd/data=!4m7!3m6!1s0x3ba8579cc58944d3:0x887da9dc810a114b!8m2!3d11.0199375!4d77.0227091!16s%2Fg%2F1tfxf3fk!19sChIJ00SJxZxXqDsRSxEKgdypfYg?authuser=0&hl=en&rclk=1
"POINT (77.0656764 11.0302621)",Winstar Solar Industries,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.0302621,77.0656764,https://www.google.com/maps/place/Winstar+Solar+Industries/data=!4m7!3m6!1s0x3ba857d821262bed:0xcc99cbbf18d3d08b!8m2!3d11.0302621!4d77.0656764!16s%2Fg%2F11sjccqbx6!19sChIJ7SsmIdhXqDsRi9DTGL_Lmcw?authuser=0&hl=en&rclk=1
"POINT (77.0963789 11.064134)",Greenerg Mobility Solutions Private Limited,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.064134,77.0963789,https://www.google.com/maps/place/Greenerg+Mobility+Solutions+Private+Limited/data=!4m7!3m6!1s0x3ba859550902eb8b:0xf12c65776adbf680!8m2!3d11.064134!4d77.0963789!16s%2Fg%2F11h54x_v7v!19sChIJi-sCCVVZqDsRgPbbandlLPE?authuser=0&hl=en&rclk=1
"POINT (77.1322713 11.1061872)",GES ENERGY SOLUTIONS LLP,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.1061872,77.1322713,https://www.google.com/maps/place/GES+ENERGY+SOLUTIONS+LLP/data=!4m7!3m6!1s0x3ba8ff18b3ea4d61:0xe152ec1aa7654c3!8m2!3d11.1061872!4d77.1322713!16s%2Fg%2F11s4tp1wh_!19sChIJYU3qsxj_qDsRw1R2qsEuFQ4?authuser=0&hl=en&rclk=1
"POINT (77.1750673 11.1052118)",Shiniunicorns Solar Technologies Pvt Ltd,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.1052118,77.1750673,https://www.google.com/maps/place/Shiniunicorns+Solar+Technologies+Pvt+Ltd/data=!4m7!3m6!1s0x3ba8ffc970341a67:0x5ae09a903ec42d59!8m2!3d11.1052118!4d77.1750673!16s%2Fg%2F11w311825f!19sChIJZxo0cMn_qDsRWS3EPpCa4Fo?authuser=0&hl=en&rclk=1
"POINT (77.0628348 11.0535731)",Onwords Automation Private Limited,Renewable Energy,Avinashi Road – Arasur Industrial Corridor,11.0535731,77.0628348,https://www.google.com/maps/place/Onwords+Automation+Private+Limited/data=!4m7!3m6!1s0x3ba859586842a035:0x3b4a10342f654548!8m2!3d11.0535731!4d77.0628348!16s%2Fg%2F11y58zcfm9!19sChIJNaBCaFhZqDsRSEVlLzQQSjs?authuser=0&hl=en&rclk=1
"POINT (77.0646448 11.0698729)",Dharshini Impex (P) Limited,Textile,Avinashi Road – Arasur Industrial Corridor,11.0698729,77.0646448,https://www.google.com/maps/place/Dharshini+Impex+%28P%29+Limited/data=!4m7!3m6!1s0x3ba858526b5c0591:0x2c1a977c8c30426d!8m2!3d11.0698729!4d77.0646448!16s%2Fg%2F1ts3d15y!19sChIJkQVca1JYqDsRbUIwjHyXGiw?authuser=0&hl=en&rclk=1
"POINT (77.039444 11.040844)",Vetal Textiles And Electronics Private Limited - Unit 2,Textile,Avinashi Road – Arasur Industrial Corridor,11.040844,77.039444,https://www.google.com/maps/place/Vetal+Textiles+And+Electronics+Private+Limited+-+Unit+2/data=!4m7!3m6!1s0x3ba858526b5c0591:0x88b45d0636be24dd!8m2!3d11.040844!4d77.039444!16s%2Fg%2F1w04hjvp!19sChIJkQVca1JYqDsR3SS-NgZdtIg?authuser=0&hl=en&rclk=1
"POINT (77.0643835 11.0890422)",RECYCLE TEXTILE FEDERATION - An Organization of Open End Spinning Mills,Textile,Avinashi Road – Arasur Industrial Corridor,11.0890422,77.0643835,https://www.google.com/maps/place/RECYCLE+TEXTILE+FEDERATION+-+An+Organization+of+Open+End+Spinning+Mills/data=!4m7!3m6!1s0x3ba859d406d83295:0x2eea4731e3d50529!8m2!3d11.0890422!4d77.0643835!16s%2Fg%2F11t3vqxvnp!19sChIJlTLYBtRZqDsRKQXV4zFH6i4?authuser=0&hl=en&rclk=1
"POINT (77.0363232 11.0387563)",The South India Textile Research Association(SITRA)- NABL accredited Testing Lab - PPE, Fabric, Medical Textile, Fiber & Yarn,Textile,Avinashi Road – Arasur Industrial Corridor,11.0387563,77.0363232,https://www.google.com/maps/place/The+South+India+Textile+Research+Association%28SITRA%29-+NABL+accredited+Testing+Lab+-+PPE,+Fabric,+Medical+Textile,+Fiber+%26+Yarn/data=!4m7!3m6!1s0x3ba8578f929836fd:0x27c22b5e9b08d698!8m2!3d11.0387563!4d77.0363232!16s%2Fg%2F11hdk_mcmx!19sChIJ_TaYko9XqDsRmNYIm14rwic?authuser=0&hl=en&rclk=1
"POINT (77.0667752 11.0652447)",TITSC,Textile,Avinashi Road – Arasur Industrial Corridor,11.0652447,77.0667752,https://www.google.com/maps/place/TITSC/data=!4m7!3m6!1s0x3ba857d285555555:0xf3bf8a335411a61e!8m2!3d11.0652447!4d77.0667752!16s%2Fg%2F11j7dmfx85!19sChIJVVVVhdJXqDsRHqYRVDOKv_M?authuser=0&hl=en&rclk=1
"POINT (77.0792861 11.0358141)",Premier Evolvics Pvt. Ltd.,Textile,Avinashi Road – Arasur Industrial Corridor,11.0358141,77.0792861,https://www.google.com/maps/place/Premier+Evolvics+Pvt.+Ltd./data=!4m7!3m6!1s0x3ba85641fc4ce043:0x9939eeaa6f451bd1!8m2!3d11.0358141!4d77.0792861!16s%2Fg%2F1hf87p1wr!19sChIJQ-BM_EFWqDsR0RtFb6ruOZk?authuser=0&hl=en&rclk=1
"POINT (77.085391 11.0717936)",Arunachala Weaving Mills,Textile,Avinashi Road – Arasur Industrial Corridor,11.0717936,77.085391,https://www.google.com/maps/place/Arunachala+Weaving+Mills/data=!4m7!3m6!1s0x3ba8f8a48056e48b:0x6c1525830442b059!8m2!3d11.0717936!4d77.085391!16s%2Fg%2F11fzbwpzfv!19sChIJi-RWgKT4qDsRWbBCBIMlFWw?authuser=0&hl=en&rclk=1
"POINT (77.0695752 11.0357726)",Unirols Airtex,Textile,Avinashi Road – Arasur Industrial Corridor,11.0357726,77.0695752,https://www.google.com/maps/place/Unirols+Airtex/data=!4m7!3m6!1s0x3ba858526b5c0591:0xec4f0d5e5f06dee2!8m2!3d11.0357726!4d77.0695752!16s%2Fg%2F1tdzdf70!19sChIJkQVca1JYqDsR4t4GX14NT-w?authuser=0&hl=en&rclk=1
"POINT (77.0623389 11.0868914)",Raga Tex India Private Ltd,Textile,Avinashi Road – Arasur Industrial Corridor,11.0868914,77.0623389,https://www.google.com/maps/place/Raga+Tex+India+Private+Ltd/data=!4m7!3m6!1s0x3ba8f91068f09671:0x1952e768b68581e6!8m2!3d11.0868914!4d77.0623389!16s%2Fg%2F11fn2g5tdn!19sChIJcZbwaBD5qDsR5oGFtmjnUhk?authuser=0&hl=en&rclk=1
"POINT (77.0637289 11.0774273)",(Sri Gomuki Tex Chem Pvt Ltd),Textile,Avinashi Road – Arasur Industrial Corridor,11.0774273,77.0637289,https://www.google.com/maps/place/%28Sri+Gomuki+Tex+Chem+Pvt+Ltd%29/data=!4m7!3m6!1s0x3ba8f94a6fb739ff:0x5b6de50c97a07f58!8m2!3d11.0774273!4d77.0637289!16s%2Fg%2F11j8kcpm64!19sChIJ_zm3b0r5qDsRWH-glwzlbVs?authuser=0&hl=en&rclk=1
"POINT (77.0882944 11.058622)",Serendip Sourcing Private Limited,Textile,Avinashi Road – Arasur Industrial Corridor,11.058622,77.0882944,https://www.google.com/maps/place/Serendip+Sourcing+Private+Limited/data=!4m7!3m6!1s0x3ba855eec7a14679:0xf561d8f07faa376d!8m2!3d11.058622!4d77.0882944!16s%2Fg%2F11thj_6j8v!19sChIJeUahx-5VqDsRbTeqf_DYYfU?authuser=0&hl=en&rclk=1
"POINT (77.0927132 11.0668183)",PSGTECHS COE INDUTECH LABORATORY,Textile,Avinashi Road – Arasur Industrial Corridor,11.0668183,77.0927132,https://www.google.com/maps/place/PSGTECHS+COE+INDUTECH+LABORATORY/data=!4m7!3m6!1s0x3ba8f8a8f6563bff:0x80ff80b3532df4bd!8m2!3d11.0668183!4d77.0927132!16s%2Fg%2F11fzf051qr!19sChIJ_ztW9qj4qDsRvfQtU7OA_4A?authuser=0&hl=en&rclk=1
"POINT (77.1339418 11.1147766)",Textile Auction,Textile,Avinashi Road – Arasur Industrial Corridor,11.1147766,77.1339418,https://www.google.com/maps/place/Textile+Auction/data=!4m7!3m6!1s0x3ba8ff4b348da3bf:0x17f4b921516db919!8m2!3d11.1147766!4d77.1339418!16s%2Fg%2F11vt6k71vl!19sChIJv6ONNEv_qDsRGbltUSG59Bc?authuser=0&hl=en&rclk=1
"POINT (77.1279415 11.0976622)",SIEGER SPINTECH EQUIPMENTS PVT. LTD.,Textile,Avinashi Road – Arasur Industrial Corridor,11.0976622,77.1279415,https://www.google.com/maps/place/SIEGER+SPINTECH+EQUIPMENTS+PVT.+LTD./data=!4m7!3m6!1s0x3ba8ff17ef7e432b:0x52d7467107ada503!8m2!3d11.0976622!4d77.1279415!16s%2Fg%2F1tfm9p2s!19sChIJK0N-7xf_qDsRA6WtB3FG11I?authuser=0&hl=en&rclk=1
"POINT (77.0637145 11.0774302)",SKD FINE DECOR CORP OFFICE,Textile,Avinashi Road – Arasur Industrial Corridor,11.0774302,77.0637145,https://www.google.com/maps/place/SKD+FINE+DECOR+CORP+OFFICE/data=!4m7!3m6!1s0x3ba857283f177c09:0x6681932cabed8ec0!8m2!3d11.0774302!4d77.0637145!16s%2Fg%2F11p1069r8_!19sChIJCXwXPyhXqDsRwI7tqyyTgWY?authuser=0&hl=en&rclk=1
"POINT (77.06595 11.0464424)",N.M ENGINEERING INDUSSTRIES,Textile,Avinashi Road – Arasur Industrial Corridor,11.0464424,77.06595,https://www.google.com/maps/place/N.M+ENGINEERING+INDUSSTRIES/data=!4m7!3m6!1s0x3b00c59ebfe9c9fb:0x1f46446fa2fcce91!8m2!3d11.0464424!4d77.06595!16s%2Fg%2F1tdyd1gj!19sChIJ-8npv57FADsRkc78om9ERh8?authuser=0&hl=en&rclk=1
