WKT,Business Name,Industry Category,Corridor,Latitude,Longitude,Google Maps Link
"POINT (77.0977196 11.0693591)",Sam Turbo Industry Private Limited,Textile,Avinashi Road – Arasur Industrial Corridor,11.0693591,77.0977196,https://www.google.com/maps/place/Sam+Turbo+Industry+Private+Limited/data=!4m7!3m6!1s0x3ba859b559192afd:0x7042a2d2f95c2b07!8m2!3d11.0693591!4d77.0977196!16s%2Fg%2F1tfj1m5c!19sChIJ_SoZWbVZqDsRBytc-dKiQnA?authuser=0&hl=en&rclk=1
"POINT (77.1161297 11.0861378)",Accucut Lasers Unit III,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0861378,77.1161297,https://www.google.com/maps/place/Accucut+Lasers+Unit+III/data=!4m7!3m6!1s0x3ba8ff004e2b1a73:0x424d622b023659ed!8m2!3d11.0861378!4d77.1161297!16s%2Fg%2F11y54f96j8!19sChIJcxorTgD_qDsR7Vk2AitiTUI?authuser=0&hl=en&rclk=1
"POINT (77.0688799 11.0529199)",Bombay Metrics warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0529199,77.0688799,https://www.google.com/maps/place/Bombay+Metrics+warehouse/data=!4m7!3m6!1s0x3ba857004cdae679:0x8578d5eeb5c5e934!8m2!3d11.0529199!4d77.0688799!16s%2Fg%2F11n44tq7rr!19sChIJeebaTABXqDsRNOnFte7VeIU?authuser=0&hl=en&rclk=1
"POINT (77.0897182 11.0644431)",Central Roadways warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0644431,77.0897182,https://www.google.com/maps/place/Central+Roadways+warehouse/data=!4m7!3m6!1s0x3ba8f9ab22904535:0xb88ab41b66c675aa!8m2!3d11.0644431!4d77.0897182!16s%2Fg%2F11gjm3w352!19sChIJNUWQIqv5qDsRqnXGZhu0irg?authuser=0&hl=en&rclk=1
"POINT (77.1122689 11.0775806)",Chrysalis warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0775806,77.1122689,https://www.google.com/maps/place/Chrysalis+warehouse/data=!4m7!3m6!1s0x3ba8ff001e8812cb:0xad10c9f63a0649ca!8m2!3d11.0775806!4d77.1122689!16s%2Fg%2F11vq__s68p!19sChIJyxKIHgD_qDsRykkGOvbJEK0?authuser=0&hl=en&rclk=1
"POINT (77.0692864 11.0623811)",DEEP MOTORCORP,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0623811,77.0692864,https://www.google.com/maps/place/DEEP+MOTORCORP/data=!4m7!3m6!1s0x3ba8571c488bcab5:0x8d491474116d6950!8m2!3d11.0623811!4d77.0692864!16s%2Fg%2F11r2yvp6rv!19sChIJtcqLSBxXqDsRUGltEXQUSY0?authuser=0&hl=en&rclk=1
"POINT (77.0781701 11.0525422)",FMC INDIA PRIVATE LIMITED,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0525422,77.0781701,https://www.google.com/maps/place/FMC+INDIA+PRIVATE+LIMITED/data=!4m7!3m6!1s0x3ba857fc83c9b2a3:0x747f401f5caa411a!8m2!3d11.0525422!4d77.0781701!16s%2Fg%2F11jztfc2vk!19sChIJo7LJg_xXqDsRGkGqXB9Af3Q?authuser=0&hl=en&rclk=1
"POINT (77.0842901 11.0728091)",Goodyear india ltd. Coimbatore,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0728091,77.0842901,https://www.google.com/maps/place/Goodyear+india+ltd.+Coimbatore/data=!4m7!3m6!1s0x3ba8f90073358e21:0x3b2ccc65a79561c8!8m2!3d11.0728091!4d77.0842901!16s%2Fg%2F11yqq9vk9t!19sChIJIY41cwD5qDsRyGGVp2XMLDs?authuser=0&hl=en&rclk=1
"POINT (77.0576927 11.048551)",Jayem warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.048551,77.0576927,https://www.google.com/maps/place/Jayem+warehouse/data=!4m7!3m6!1s0x3ba857ca34f6eeeb:0x42c34a99191f7c69!8m2!3d11.048551!4d77.0576927!16s%2Fg%2F11s5ys92hp!19sChIJ6-72NMpXqDsRaXwfGZlKw0I?authuser=0&hl=en&rclk=1
"POINT (77.112739 11.0743483)",KRK Warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0743483,77.112739,https://www.google.com/maps/place/KRK+Warehouse/data=!4m7!3m6!1s0x3ba8ffd943562dbd:0x899ec0869a82c9db!8m2!3d11.0743483!4d77.112739!16s%2Fg%2F11rg9_hkhc!19sChIJvS1WQ9n_qDsR28mCmobAnok?authuser=0&hl=en&rclk=1
"POINT (77.0995372 11.0747001)",Karthi house,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0747001,77.0995372,https://www.google.com/maps/place/Karthi+house/data=!4m7!3m6!1s0x3ba8f9005b8b390b:0xef55f4a75f8bddc1!8m2!3d11.0747001!4d77.0995372!16s%2Fg%2F11lw931jj3!19sChIJCzmLWwD5qDsRwd2LX6f0Ve8?authuser=0&hl=en&rclk=1
"POINT (77.0864614 11.0631928)",Karthik Enterprises Warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0631928,77.0864614,https://www.google.com/maps/place/Karthik+Enterprises+Warehouse/data=!4m7!3m6!1s0x3ba8f900623fc3f9:0x3be8634dd4992ca2!8m2!3d11.0631928!4d77.0864614!16s%2Fg%2F11yy0d2p4c!19sChIJ-cM_YgD5qDsRoiyZ1E1j6Ds?authuser=0&hl=en&rclk=1
"POINT (77.0296888 11.0383038)",Lulu Hypermarket warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0383038,77.0296888,https://www.google.com/maps/place/Lulu+Hypermarket+warehouse/data=!4m7!3m6!1s0x3ba857a0f89ea6e3:0xb70b25d65639a848!8m2!3d11.0383038!4d77.0296888!16s%2Fg%2F11tcl4drzz!19sChIJ46ae-KBXqDsRSKg5VtYlC7c?authuser=0&hl=en&rclk=1
"POINT (77.0537987 11.0722458)",MP Warehouses,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0722458,77.0537987,https://www.google.com/maps/place/MP+Warehouses/data=!4m7!3m6!1s0x3ba8f90034086d75:0xbc4366936d66dd12!8m2!3d11.0722458!4d77.0537987!16s%2Fg%2F11lzkfv6zn!19sChIJdW0INAD5qDsREt1mbZNmQ7w?authuser=0&hl=en&rclk=1
"POINT (77.0682385 11.0463186)",Muthu Warehouse Unit 1,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0463186,77.0682385,https://www.google.com/maps/place/Muthu+Warehouse+Unit+1/data=!4m7!3m6!1s0x3ba857dac3a14543:0x78ccec502dde60b6!8m2!3d11.0463186!4d77.0682385!16s%2Fg%2F11shk6j6ht!19sChIJQ0Whw9pXqDsRtmDeLVDszHg?authuser=0&hl=en&rclk=1
"POINT (77.0912693 11.0658213)",Muthu Warehouse Unit 2,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0658213,77.0912693,https://www.google.com/maps/place/Muthu+Warehouse+Unit+2/data=!4m7!3m6!1s0x3ba8f900286826cf:0xea94ea41aff34724!8m2!3d11.0658213!4d77.0912693!16s%2Fg%2F11yn2xjx_j!19sChIJzyZoKAD5qDsRJEfzr0HqlOo?authuser=0&hl=en&rclk=1
"POINT (77.1171567 11.0573643)",NTS Warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0573643,77.1171567,https://www.google.com/maps/place/NTS+Warehouse/data=!4m7!3m6!1s0x3ba8550060b08d71:0x54bfedf9c3992e2a!8m2!3d11.0573643!4d77.1171567!16s%2Fg%2F11y70x28yd!19sChIJcY2wYABVqDsRKi6Zw_ntv1Q?authuser=0&hl=en&rclk=1
"POINT (77.0655238 11.0553431)",Nandu Breeding Farm,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0553431,77.0655238,https://www.google.com/maps/place/Nandu+Breeding+Farm/data=!4m7!3m6!1s0x3ba8570016a21e8d:0x5a8629f05e9da8!8m2!3d11.0553431!4d77.0655238!16s%2Fg%2F11wxpkn6z5!19sChIJjR6iFgBXqDsRqJ1e8CmGWgA?authuser=0&hl=en&rclk=1
"POINT (77.0823959 11.0594036)",Office,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0594036,77.0823959,https://www.google.com/maps/place/Office/data=!4m7!3m6!1s0x3ba857005663879f:0x191039714739f12d!8m2!3d11.0594036!4d77.0823959!16s%2Fg%2F11x03k_y0g!19sChIJn4djVgBXqDsRLfE5R3E5EBk?authuser=0&hl=en&rclk=1
"POINT (77.1008897 11.0922699)",PN Warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0922699,77.1008897,https://www.google.com/maps/place/PN+Warehouse/data=!4m7!3m6!1s0x3ba8f900030c8b17:0x30d6548c20254ff8!8m2!3d11.0922699!4d77.1008897!16s%2Fg%2F11y3068nxp!19sChIJF4sMAwD5qDsR-E8lIIxU1jA?authuser=0&hl=en&rclk=1
"POINT (77.0374604 11.0530031)",Paramount Trading Corporation (Warehouse),Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0530031,77.0374604,https://www.google.com/maps/place/Paramount+Trading+Corporation+%28Warehouse%29/data=!4m7!3m6!1s0x3ba8570ce9bacd99:0x830e447cf336c248!8m2!3d11.0530031!4d77.0374604!16s%2Fg%2F11hzwrwc8w!19sChIJmc266QxXqDsRSMI283xEDoM?authuser=0&hl=en&rclk=1
"POINT (77.0772618 11.0317091)",Pon Pure Chemical India Pvt Ltd - Irugur Warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0317091,77.0772618,https://www.google.com/maps/place/Pon+Pure+Chemical+India+Pvt+Ltd+-+Irugur+Warehouse/data=!4m7!3m6!1s0x3ba857c1772836c1:0x600cd374537a868b!8m2!3d11.0317091!4d77.0772618!16s%2Fg%2F11t7mrxgdw!19sChIJwTYod8FXqDsRi4Z6U3TTDGA?authuser=0&hl=en&rclk=1
"POINT (77.0655238 11.0553431)",Ponpure warehouse cbe,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0553431,77.0655238,https://www.google.com/maps/place/Ponpure+warehouse+cbe/data=!4m7!3m6!1s0x3ba8570065369491:0x961082ec1952612d!8m2!3d11.0553431!4d77.0655238!16s%2Fg%2F11vjyfhk80!19sChIJkZQ2ZQBXqDsRLWFSGeyCEJY?authuser=0&hl=en&rclk=1
"POINT (77.1133938 11.0735399)",Pulleys Centre, warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0735399,77.1133938,https://www.google.com/maps/place/Pulleys+Centre,+warehouse/data=!4m7!3m6!1s0x3ba8fb10c4f032b1:0x9fe514ed932f5c3e!8m2!3d11.0735399!4d77.1133938!16s%2Fg%2F11hz65dhzq!19sChIJsTLwxBD7qDsRPlwvk-0U5Z8?authuser=0&hl=en&rclk=1
"POINT (77.0711645 11.0525251)",ROHANNA AGRI PVT LTD,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0525251,77.0711645,https://www.google.com/maps/place/ROHANNA+AGRI+PVT+LTD/data=!4m7!3m6!1s0x3ba8572639906b75:0x87796165a4ff96dd!8m2!3d11.0525251!4d77.0711645!16s%2Fg%2F11vbbkq7z4!19sChIJdWuQOSZXqDsR3Zb_pGVheYc?authuser=0&hl=en&rclk=1
"POINT (77.0494892 11.0490143)",Rajathi Warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0490143,77.0494892,https://www.google.com/maps/place/Rajathi+Warehouse/data=!4m7!3m6!1s0x3ba857d2c837e2cd:0x9b8b7c729f31b9bd!8m2!3d11.0490143!4d77.0494892!16s%2Fg%2F11khtczdnt!19sChIJzeI3yNJXqDsRvbkxn3J8i5s?authuser=0&hl=en&rclk=1
"POINT (77.079314 11.0423859)",S&T Welcare Equipment Warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0423859,77.079314,https://www.google.com/maps/place/S%26T+Welcare+Equipment+Warehouse/data=!4m7!3m6!1s0x3ba857cd77fc8eb3:0x3f2fc3177936281c!8m2!3d11.0423859!4d77.079314!16s%2Fg%2F11sv1btdrl!19sChIJs478d81XqDsRHCg2eRfDLz8?authuser=0&hl=en&rclk=1
"POINT (77.0674406 11.0652516)",SBR Enterprises ( Continental Warehouse - Kovai ),Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0652516,77.0674406,https://www.google.com/maps/place/SBR+Enterprises+%28+Continental+Warehouse+-+Kovai+%29/data=!4m7!3m6!1s0x3ba8f91072cba539:0x39a7415a207bb335!8m2!3d11.0652516!4d77.0674406!16s%2Fg%2F11scs8mhtn!19sChIJOaXLchD5qDsRNbN7IFpBpzk?authuser=0&hl=en&rclk=1
"POINT (77.1128648 11.0739824)",SRP Warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0739824,77.1128648,https://www.google.com/maps/place/SRP+Warehouse/data=!4m7!3m6!1s0x3ba8fffd2e20ba8d:0x166a71b3d34e848c!8m2!3d11.0739824!4d77.1128648!16s%2Fg%2F11rg9_dkpf!19sChIJjbogLv3_qDsRjIRO07NxahY?authuser=0&hl=en&rclk=1
"POINT (77.0679386 11.0593324)",SUNSHINE,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0593324,77.0679386,https://www.google.com/maps/place/SUNSHINE/data=!4m7!3m6!1s0x3ba8570073873487:0x7b3ec6459d49e9c7!8m2!3d11.0593324!4d77.0679386!16s%2Fg%2F11w8fmhtys!19sChIJhzSHcwBXqDsRx-lJnUXGPns?authuser=0&hl=en&rclk=1
"POINT (77.1090627 11.0595592)",Shivani warehouse 2,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0595592,77.1090627,https://www.google.com/maps/place/Shivani+warehouse+2/data=!4m7!3m6!1s0x3ba855007c13de37:0x99a31f2fe94c008b!8m2!3d11.0595592!4d77.1090627!16s%2Fg%2F11x155z3wr!19sChIJN94TfABVqDsRiwBM6S8fo5k?authuser=0&hl=en&rclk=1
"POINT (77.1086217 11.0595918)",Shivani warehouse Coimbatore,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0595918,77.1086217,https://www.google.com/maps/place/Shivani+warehouse+Coimbatore/data=!4m7!3m6!1s0x3ba855107b62e2bf:0x58b4b12ad234621a!8m2!3d11.0595918!4d77.1086217!16s%2Fg%2F11lphkmh_5!19sChIJv-JiexBVqDsRGmI00iqxtFg?authuser=0&hl=en&rclk=1
"POINT (77.1175323 11.0579442)",Sri Sai traders(Boopathy’s warehouses),Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0579442,77.1175323,https://www.google.com/maps/place/Sri+Sai+traders%28Boopathy%E2%80%99s+warehouses%29/data=!4m7!3m6!1s0x3ba85531c16a7ecb:0x110cb93a7095a476!8m2!3d11.0579442!4d77.1175323!16s%2Fg%2F11l31rzb0w!19sChIJy35qwTFVqDsRdqSVcDq5DBE?authuser=0&hl=en&rclk=1
"POINT (77.0985454 11.0746062)",TVS Logistics Services Ltd Coimbatore,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0746062,77.0985454,https://www.google.com/maps/place/TVS+Logistics+Services+Ltd+Coimbatore/data=!4m7!3m6!1s0x3ba8f8ad8bec5e7d:0xd3e26b9ba4de3972!8m2!3d11.0746062!4d77.0985454!16s%2Fg%2F1tgx0g79!19sChIJfV7si634qDsRcjnepJtr4tM?authuser=0&hl=en&rclk=1
"POINT (77.1140018 11.0630586)",VG&P WAREHOUSE PVT.LTD,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0630586,77.1140018,https://www.google.com/maps/place/VG%26P+WAREHOUSE+PVT.LTD/data=!4m7!3m6!1s0x3ba8558687dc21ab:0x4a2d3d236f0be339!8m2!3d11.0630586!4d77.1140018!16s%2Fg%2F11h__x1qyk!19sChIJqyHch4ZVqDsROeMLbyM9LUo?authuser=0&hl=en&rclk=1
"POINT (77.0895923 11.0628667)",VT05 - VF Neelambur DC (SKDS) Reliance retail,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0628667,77.0895923,https://www.google.com/maps/place/VT05+-+VF+Neelambur+DC+%28SKDS%29+Reliance+retail/data=!4m7!3m6!1s0x3ba857f12f5b813f:0xbdfb10c6a493d4d1!8m2!3d11.0628667!4d77.0895923!16s%2Fg%2F11s5wps52r!19sChIJP4FbL_FXqDsR0dSTpMYQ-70?authuser=0&hl=en&rclk=1
"POINT (77.1168303 11.0614501)",Yuga's Warehouse Godown,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.0614501,77.1168303,https://www.google.com/maps/place/Yuga%27s+Warehouse+Godown/data=!4m7!3m6!1s0x3ba855fac287581f:0x83c977d7f17a2d96!8m2!3d11.0614501!4d77.1168303!16s%2Fg%2F11l71dzxnr!19sChIJH1iHwvpVqDsRli168dd3yYM?authuser=0&hl=en&rclk=1
"POINT (77.103915 11.065206)",loom crafts warehouse,Warehouses,Avinashi Road – Arasur Industrial Corridor,11.065206,77.103915,https://www.google.com/maps/place/loom+crafts+warehouse/data=!4m7!3m6!1s0x3ba8ff000d9a05b9:0x74a7f4f1dff561b2!8m2!3d11.065206!4d77.103915!16s%2Fg%2F11ln5jddrp!19sChIJuQWaDQD_qDsRsmH13_H0p3Q?authuser=0&hl=en&rclk=1
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,Companies,,,
,,,40,,,
,,,44,,,
,,,25,,,
,,,22,,,
,,,20,,,
,,,16,,,
,,,16,,,
,,,15,,,
,,,7,,,
